NRKARTY;DATAW;MASA;JEDN;FIRMA;NR_KLIENTA;NR_ODPADU;NR_MAGW
570/0W/2008;23.06.2008;22,740;Mg.;0;1 900;520;9 556
571/0W/2008;25.06.2008;6,400;Mg.;0;1 900;353;9 557
572/0W/2008;25.06.2008;17,320;Mg.;0;1 900;554;9 558
573/0W/2008;02.07.2008;3,540;Mg.;0;6 765;626;9 559
574/0W/2008;31.07.2008;3,960;Mg.;0;6 765;626;9 560
575/0W/2008;13.08.2008;9,020;Mg.;0;6 765;626;9 561
576/0W/2008;29.04.2008;1,120;Mg.;0;5 226;708;9 562
577/0W/2008;06.05.2008;2,539;Mg.;0;5 226;708;9 563
578/0W/2008;15.05.2008;0,469;Mg.;0;6 118;598;9 564
579/0W/2008;28.05.2008;33,060;Mg.;0;2 001;579;9 565
580/0W/2008;29.05.2008;31,600;Mg.;0;2 001;579;9 566
581/0W/2008;30.05.2008;25,420;Mg.;0;2 001;579;9 567
582/0W/2008;02.06.2008;26,940;Mg.;0;2 001;579;9 568
583/0W/2008;04.06.2008;34,080;Mg.;0;2 001;579;9 569
584/0W/2008;05.06.2008;21,700;Mg.;0;2 001;579;9 570
585/0W/2008;06.06.2008;32,140;Mg.;0;2 001;579;9 571
586/0W/2008;14.03.2008;0,055;Mg.;0;2 382;85;9 572
587/0W/2008;14.03.2008;1,310;Mg.;0;2 382;102;9 573
588/0W/2008;14.03.2008;1,500;Mg.;0;2 382;106;9 574
589/0W/2008;14.03.2008;1,420;Mg.;0;2 382;271;9 575
590/0W/2008;14.03.2008;2,293;Mg.;0;2 382;276;9 576
591/0W/2008;14.03.2008;11,882;Mg.;0;2 382;565;9 577
592/0W/2008;14.03.2008;2,350;Mg.;0;2 382;594;9 578
593/0W/2008;14.03.2008;6,420;Mg.;0;2 382;595;9 579
594/0W/2008;14.03.2008;0,173;Mg.;0;2 382;598;9 580
595/0W/2008;14.03.2008;1,000;Mg.;0;2 382;612;9 581
596/0W/2008;14.03.2008;2,420;Mg.;0;2 382;651;9 582
597/0W/2008;14.03.2008;0,002;Mg.;0;2 382;763;9 583
598/0W/2008;14.03.2008;1,000;Mg.;0;2 382;798;9 584
599/0W/2008;14.03.2008;2,000;Mg.;0;2 382;833;9 585
600/0W/2008;14.03.2008;3,314;Mg.;0;2 382;566;9 586
601/0W/2008;14.03.2008;6,088;Mg.;0;2 382;568;9 587
602/0W/2008;14.03.2008;0,800;Mg.;0;2 382;570;9 588
603/0W/2008;14.03.2008;3,637;Mg.;0;2 382;576;9 589
604/0W/2008;14.03.2008;1,000;Mg.;0;2 382;594;9 590
605/0W/2008;14.03.2008;5,000;Mg.;0;2 382;595;9 591
606/0W/2008;14.03.2008;0,335;Mg.;0;2 382;351;9 592
607/0W/2008;15.03.2008;2,778;Mg.;0;2 382;355;9 593
608/0W/2008;15.03.2008;1,940;Mg.;0;2 382;353;9 594
609/0W/2008;15.03.2008;0,200;Mg.;0;2 382;357;9 595
610/0W/2008;15.03.2008;0,330;Mg.;0;2 382;363;9 596
611/0W/2008;15.03.2008;1,800;Mg.;0;2 382;564;9 597
612/0W/2008;15.03.2008;3,600;Mg.;0;2 382;565;9 598
613/0W/2008;15.03.2008;0,632;Mg.;0;2 382;566;9 599
614/0W/2008;15.03.2008;0,145;Mg.;0;2 382;370;9 600
615/0W/2008;15.03.2008;0,177;Mg.;0;2 382;373;9 601
616/0W/2008;15.03.2008;2,580;Mg.;0;2 382;594;9 602
617/0W/2008;15.03.2008;1,630;Mg.;0;2 382;595;9 603
618/0W/2008;15.03.2008;2,100;Mg.;0;2 382;564;9 604
619/0W/2008;15.03.2008;3,850;Mg.;0;2 382;565;9 605
620/0W/2008;15.03.2008;5,200;Mg.;0;2 382;566;9 606
621/0W/2008;15.03.2008;3,938;Mg.;0;2 382;568;9 607
622/0W/2008;17.03.2008;4,420;Mg.;0;2 382;594;9 608
623/0W/2008;17.03.2008;2,370;Mg.;0;2 382;595;9 609
624/0W/2008;17.03.2008;2,000;Mg.;0;2 382;651;9 610
625/0W/2008;17.03.2008;2,000;Mg.;0;2 382;612;9 611
626/0W/2008;17.03.2008;1,850;Mg.;0;2 382;688;9 612
627/0W/2008;17.03.2008;1,857;Mg.;0;2 382;681;9 613
628/0W/2008;17.03.2008;3,000;Mg.;0;2 382;682;9 614
629/0W/2008;17.03.2008;1,700;Mg.;0;2 382;564;9 615
630/0W/2008;17.03.2008;4,500;Mg.;0;2 382;565;9 616
631/0W/2008;17.03.2008;1,203;Mg.;0;2 382;566;9 617
632/0W/2008;17.03.2008;0,159;Mg.;0;2 382;85;9 618
633/0W/2008;17.03.2008;2,000;Mg.;0;2 382;102;9 619
634/0W/2008;17.03.2008;0,200;Mg.;0;2 382;277;9 620
635/0W/2008;17.03.2008;2,650;Mg.;0;2 382;330;9 621
636/0W/2008;17.03.2008;0,470;Mg.;0;2 382;347;9 622
637/0W/2008;17.03.2008;4,000;Mg.;0;2 382;353;9 623
638/0W/2008;17.03.2008;2,350;Mg.;0;2 382;564;9 624
639/0W/2008;17.03.2008;1,500;Mg.;0;2 382;565;9 625
640/0W/2008;17.03.2008;3,800;Mg.;0;2 382;566;9 626
641/0W/2008;17.03.2008;3,011;Mg.;0;2 382;576;9 627
642/0W/2008;18.03.2008;1,370;Mg.;0;2 382;587;9 628
643/0W/2008;18.03.2008;6,800;Mg.;0;2 382;594;9 629
644/0W/2008;18.03.2008;1,749;Mg.;0;2 382;595;9 630
645/0W/2008;18.03.2008;2,280;Mg.;0;2 382;597;9 631
646/0W/2008;18.03.2008;0,440;Mg.;0;2 382;598;9 632
647/0W/2008;18.03.2008;0,490;Mg.;0;2 382;607;9 633
648/0W/2008;18.03.2008;2,000;Mg.;0;2 382;612;9 634
649/0W/2008;18.03.2008;4,730;Mg.;0;2 382;576;9 635
650/0W/2008;18.03.2008;0,830;Mg.;0;2 382;106;9 636
651/0W/2008;18.03.2008;3,500;Mg.;0;2 382;271;9 637
652/0W/2008;18.03.2008;2,600;Mg.;0;2 382;276;9 638
653/0W/2008;18.03.2008;1,000;Mg.;0;2 382;330;9 639
654/0W/2008;18.03.2008;2,000;Mg.;0;2 382;564;9 640
655/0W/2008;18.03.2008;0,770;Mg.;0;2 382;566;9 641
656/0W/2008;18.03.2008;2,480;Mg.;0;2 382;345;9 642
657/0W/2008;18.03.2008;0,099;Mg.;0;2 382;351;9 643
658/0W/2008;18.03.2008;2,050;Mg.;0;2 382;355;9 644
659/0W/2008;18.03.2008;1,800;Mg.;0;2 382;365;9 645
660/0W/2008;18.03.2008;0,130;Mg.;0;2 382;496;9 646
661/0W/2008;18.03.2008;1,440;Mg.;0;2 382;568;9 647
662/0W/2008;18.03.2008;1,605;Mg.;0;2 382;376;9 648
663/0W/2008;18.03.2008;1,244;Mg.;0;2 382;367;9 649
664/0W/2008;18.03.2008;0,745;Mg.;0;2 382;507;9 650
665/0W/2008;18.03.2008;3,720;Mg.;0;2 382;512;9 651
666/0W/2008;18.03.2008;0,275;Mg.;0;2 382;511;9 652
667/0W/2008;18.03.2008;1,500;Mg.;0;2 382;570;9 653
668/0W/2008;18.03.2008;0,500;Mg.;0;2 382;564;9 654
669/0W/2008;18.03.2008;0,850;Mg.;0;2 382;565;9 655
670/0W/2008;18.03.2008;1,300;Mg.;0;2 382;566;9 656
671/0W/2008;18.03.2008;2,661;Mg.;0;2 382;576;9 657
672/0W/2008;18.03.2008;1,800;Mg.;0;2 382;594;9 658
673/0W/2008;18.03.2008;2,100;Mg.;0;2 382;595;9 659
674/0W/2008;18.03.2008;1,000;Mg.;0;2 382;612;9 660
675/0W/2008;18.03.2008;2,360;Mg.;0;2 382;673;9 661
676/0W/2008;18.03.2008;1,720;Mg.;0;2 382;681;9 662
677/0W/2008;18.03.2008;2,560;Mg.;0;2 382;682;9 663
678/0W/2008;19.03.2008;1,100;Mg.;0;2 382;682;9 664
679/0W/2008;19.03.2008;0,650;Mg.;0;2 382;793;9 665
680/0W/2008;19.03.2008;1,130;Mg.;0;2 382;803;9 666
681/0W/2008;19.03.2008;5,840;Mg.;0;2 382;830;9 667
682/0W/2008;19.03.2008;4,480;Mg.;0;2 382;576;9 668
683/0W/2008;19.03.2008;1,000;Mg.;0;2 382;102;9 669
684/0W/2008;19.03.2008;3,021;Mg.;0;2 382;271;9 670
685/0W/2008;19.03.2008;1,003;Mg.;0;2 382;276;9 671
686/0W/2008;19.03.2008;2,500;Mg.;0;2 382;345;9 672
687/0W/2008;19.03.2008;0,189;Mg.;0;2 382;373;9 673
688/0W/2008;19.03.2008;2,100;Mg.;0;2 382;512;9 674
689/0W/2008;19.03.2008;2,990;Mg.;0;2 382;565;9 675
690/0W/2008;19.03.2008;1,622;Mg.;0;2 382;568;9 676
691/0W/2008;19.03.2008;0,938;Mg.;0;2 382;576;9 677
692/0W/2008;20.03.2008;2,850;Mg.;0;2 382;576;9 678
693/0W/2008;20.03.2008;1,820;Mg.;0;2 382;330;9 679
694/0W/2008;20.03.2008;1,650;Mg.;0;2 382;565;9 680
695/0W/2008;20.03.2008;2,730;Mg.;0;2 382;594;9 681
696/0W/2008;20.03.2008;1,900;Mg.;0;2 382;595;9 682
697/0W/2008;20.03.2008;1,080;Mg.;0;2 382;610;9 683
698/0W/2008;20.03.2008;1,000;Mg.;0;2 382;612;9 684
699/0W/2008;20.03.2008;0,070;Mg.;0;2 382;624;9 685
700/0W/2008;20.03.2008;0,085;Mg.;0;2 382;671;9 686
701/0W/2008;20.03.2008;2,500;Mg.;0;2 382;651;9 687
702/0W/2008;20.03.2008;1,697;Mg.;0;2 382;682;9 688
703/0W/2008;20.03.2008;2,458;Mg.;0;2 382;576;9 689
704/0W/2008;20.03.2008;0,150;Mg.;0;2 382;810;9 690
705/0W/2008;20.03.2008;2,002;Mg.;0;2 382;830;9 691
706/0W/2008;20.03.2008;0,360;Mg.;0;2 382;833;9 692
707/0W/2008;20.03.2008;3,350;Mg.;0;2 382;565;9 693
708/0W/2008;21.03.2008;2,100;Mg.;0;2 382;651;9 694
709/0W/2008;21.03.2008;5,102;Mg.;0;2 382;569;9 695
710/0W/2008;21.03.2008;1,100;Mg.;0;2 382;512;9 696
711/0W/2008;21.03.2008;2,498;Mg.;0;2 382;345;9 697
712/0W/2008;21.03.2008;0,050;Mg.;0;2 382;330;9 698
713/0W/2008;21.03.2008;1,350;Mg.;0;2 382;345;9 699
714/0W/2008;21.03.2008;0,850;Mg.;0;2 382;276;9 700
715/0W/2008;21.03.2008;1,500;Mg.;0;2 382;271;9 701
716/0W/2008;21.03.2008;3,160;Mg.;0;2 382;512;9 702
717/0W/2008;21.03.2008;0,056;Mg.;0;2 382;841;9 703
718/0W/2008;21.03.2008;0,800;Mg.;0;2 382;830;9 704
719/0W/2008;21.03.2008;2,000;Mg.;0;2 382;798;9 705
720/0W/2008;21.03.2008;1,800;Mg.;0;2 382;702;9 706
721/0W/2008;21.03.2008;2,180;Mg.;0;2 382;699;9 707
218/1W/2009;29.04.2009;3,000;Mg.;1;7 414;579;11 931
722/0W/2008;21.03.2008;1,258;Mg.;0;2 382;688;9 708
723/0W/2008;21.03.2008;3,500;Mg.;0;2 382;651;9 709
724/0W/2008;21.03.2008;5,515;Mg.;0;2 382;594;9 710
725/0W/2008;21.03.2008;2,390;Mg.;0;2 382;576;9 711
726/0W/2008;22.03.2008;5,000;Mg.;0;2 382;595;9 712
727/0W/2008;22.03.2008;3,100;Mg.;0;2 382;569;9 713
728/0W/2008;22.03.2008;1,300;Mg.;0;2 382;568;9 714
729/0W/2008;22.03.2008;2,150;Mg.;0;2 382;565;9 715
730/0W/2008;22.03.2008;1,830;Mg.;0;2 382;564;9 716
731/0W/2008;22.03.2008;3,640;Mg.;0;2 382;512;9 717
732/0W/2008;22.03.2008;0,270;Mg.;0;2 382;576;9 718
733/0W/2008;25.03.2008;2,380;Mg.;0;2 382;569;9 719
734/0W/2008;25.03.2008;1,100;Mg.;0;2 382;566;9 720
735/0W/2008;25.03.2008;1,300;Mg.;0;2 382;570;9 721
736/0W/2008;25.03.2008;2,350;Mg.;0;2 382;512;9 722
737/0W/2008;25.03.2008;2,024;Mg.;0;2 382;365;9 723
738/0W/2008;25.03.2008;2,130;Mg.;0;2 382;330;9 724
739/0W/2008;25.03.2008;2,653;Mg.;0;2 382;345;9 725
740/0W/2008;25.03.2008;4,543;Mg.;0;2 382;595;9 726
741/0W/2008;25.03.2008;2,000;Mg.;0;2 382;102;9 727
742/0W/2008;25.03.2008;3,500;Mg.;0;2 382;271;9 728
743/0W/2008;25.03.2008;1,150;Mg.;0;2 382;276;9 729
744/0W/2008;25.03.2008;1,650;Mg.;0;2 382;512;9 730
745/0W/2008;25.03.2008;2,880;Mg.;0;2 382;565;9 731
746/0W/2008;26.03.2008;3,147;Mg.;0;2 382;564;9 732
747/0W/2008;26.03.2008;2,850;Mg.;0;2 382;565;9 733
748/0W/2008;26.03.2008;3,000;Mg.;0;2 382;566;9 734
749/0W/2008;26.03.2008;1,220;Mg.;0;2 382;569;9 735
750/0W/2008;26.03.2008;1,113;Mg.;0;2 382;576;9 736
751/0W/2008;26.03.2008;2,300;Mg.;0;2 382;594;9 737
752/0W/2008;26.03.2008;3,010;Mg.;0;2 382;595;9 738
753/0W/2008;27.03.2008;2,000;Mg.;0;2 382;612;9 739
754/0W/2008;27.03.2008;2,000;Mg.;0;2 382;681;9 740
755/0W/2008;27.03.2008;1,700;Mg.;0;2 382;688;9 741
756/0W/2008;27.03.2008;1,900;Mg.;0;2 382;651;9 742
757/0W/2008;27.03.2008;2,120;Mg.;0;2 382;830;9 743
758/0W/2008;27.03.2008;1,100;Mg.;0;2 382;651;9 744
759/0W/2008;27.03.2008;0,830;Mg.;0;2 382;595;9 745
760/0W/2008;27.03.2008;2,110;Mg.;0;2 382;594;9 746
761/0W/2008;27.03.2008;3,800;Mg.;0;2 382;576;9 747
762/0W/2008;27.03.2008;2,800;Mg.;0;2 382;569;9 748
763/0W/2008;27.03.2008;1,300;Mg.;0;2 382;564;9 749
764/0W/2008;27.03.2008;1,800;Mg.;0;2 382;565;9 750
765/0W/2008;27.03.2008;4,200;Mg.;0;2 382;568;9 751
766/0W/2008;27.03.2008;3,100;Mg.;0;2 382;271;9 752
767/0W/2008;27.03.2008;2,000;Mg.;0;2 382;276;9 753
768/0W/2008;27.03.2008;2,560;Mg.;0;2 382;512;9 754
769/0W/2008;27.03.2008;3,500;Mg.;0;2 382;564;9 755
770/0W/2008;27.03.2008;2,190;Mg.;0;2 382;565;9 756
771/0W/2008;27.03.2008;1,400;Mg.;0;2 382;566;9 757
772/0W/2008;27.03.2008;1,570;Mg.;0;2 382;568;9 758
773/0W/2008;28.03.2008;2,100;Mg.;0;2 382;569;9 759
774/0W/2008;28.03.2008;0,300;Mg.;0;2 382;570;9 760
775/0W/2008;28.03.2008;1,450;Mg.;0;2 382;566;9 761
776/0W/2008;28.03.2008;3,100;Mg.;0;2 382;576;9 762
777/0W/2008;28.03.2008;0,600;Mg.;0;2 382;594;9 763
778/0W/2008;28.03.2008;0,830;Mg.;0;2 382;595;9 764
779/0W/2008;28.03.2008;2,900;Mg.;0;2 382;651;9 765
780/0W/2008;28.03.2008;2,380;Mg.;0;2 382;576;9 766
781/0W/2008;28.03.2008;5,000;Mg.;0;2 382;565;9 767
782/0W/2008;28.03.2008;1,930;Mg.;0;2 382;568;9 768
783/0W/2008;28.03.2008;4,160;Mg.;0;2 382;566;9 769
784/0W/2008;28.03.2008;3,130;Mg.;0;2 382;565;9 770
785/0W/2008;28.03.2008;2,460;Mg.;0;2 382;564;9 771
786/0W/2008;29.03.2008;5,080;Mg.;0;2 382;830;9 772
787/0W/2008;29.03.2008;1,100;Mg.;0;2 382;688;9 773
788/0W/2008;29.03.2008;2,000;Mg.;0;2 382;651;9 774
789/0W/2008;29.03.2008;2,787;Mg.;0;2 382;595;9 775
790/0W/2008;29.03.2008;2,990;Mg.;0;2 382;594;9 776
791/0W/2008;29.03.2008;2,100;Mg.;0;2 382;566;9 777
792/0W/2008;29.03.2008;4,163;Mg.;0;2 382;565;9 778
793/0W/2008;31.03.2008;3,440;Mg.;0;2 382;512;9 779
794/0W/2008;31.03.2008;1,900;Mg.;0;2 382;271;9 780
795/0W/2008;31.03.2008;1,000;Mg.;0;2 382;276;9 781
796/0W/2008;31.03.2008;3,100;Mg.;0;2 382;576;9 782
797/0W/2008;31.03.2008;0,930;Mg.;0;2 382;564;9 783
798/0W/2008;31.03.2008;2,300;Mg.;0;2 382;565;9 784
799/0W/2008;31.03.2008;2,150;Mg.;0;2 382;566;9 785
800/0W/2008;31.03.2008;2,000;Mg.;0;2 382;569;9 786
801/0W/2008;31.03.2008;2,300;Mg.;0;2 382;576;9 787
802/0W/2008;31.03.2008;2,770;Mg.;0;2 382;595;9 788
803/0W/2008;31.03.2008;1,300;Mg.;0;2 382;594;9 789
804/0W/2008;31.03.2008;1,150;Mg.;0;2 382;564;9 790
805/0W/2008;31.03.2008;2,100;Mg.;0;2 382;565;9 791
642/1W/2008;19.05.2008;8,840;Mg.;1;1 892;565;9 792
643/1W/2008;15.07.2008;1,540;Mg.;1;2 195;565;9 793
644/1W/2008;31.07.2008;6,840;Mg.;1;1 431;565;9 794
645/1W/2008;04.08.2008;1,260;Mg.;1;313;565;9 795
646/1W/2008;04.08.2008;4,240;Mg.;1;2 011;565;9 796
647/1W/2008;27.06.2008;0,000;Mg.;1;4 435;564;9 797
648/1W/2008;28.07.2008;44,250;Mg.;1;3 014;564;9 798
649/1W/2008;23.07.2008;48,900;Mg.;1;3 014;564;9 799
650/1W/2008;31.07.2008;110,020;Mg.;1;4 435;564;9 800
651/1W/2008;08.08.2008;11,560;Mg.;1;3 014;564;9 801
652/1W/2008;25.07.2008;9,920;Mg.;1;1 756;570;9 802
653/1W/2008;28.07.2008;9,480;Mg.;1;4 774;570;9 803
654/1W/2008;28.07.2008;24,020;Mg.;1;1 756;570;9 804
655/1W/2008;28.07.2008;11,880;Mg.;1;6 091;570;9 805
656/1W/2008;30.07.2008;12,360;Mg.;1;6 091;570;9 806
657/1W/2008;04.08.2008;30,400;Mg.;1;1 756;570;9 807
658/1W/2008;05.08.2008;18,900;Mg.;1;1 756;570;9 808
659/1W/2008;07.08.2008;28,540;Mg.;1;1 756;570;9 809
660/1W/2008;31.07.2008;21,760;Mg.;1;4 774;570;9 810
661/1W/2008;06.08.2008;5,300;Mg.;1;4 774;570;9 811
662/1W/2008;02.07.2008;5,900;Mg.;1;2 001;579;9 812
663/1W/2008;03.07.2008;1,340;Mg.;1;2 001;579;9 813
664/1W/2008;07.07.2008;1,560;Mg.;1;2 001;579;9 814
665/1W/2008;09.07.2008;0,880;Mg.;1;2 001;579;9 815
666/1W/2008;15.07.2008;1,460;Mg.;1;2 001;579;9 816
667/1W/2008;17.07.2008;1,180;Mg.;1;2 001;579;9 817
668/1W/2008;31.07.2008;1,360;Mg.;1;2 001;579;9 818
669/1W/2008;07.08.2008;15,380;Mg.;1;2 001;579;9 819
670/1W/2008;31.07.2008;38,000;Mg.;1;2 013;579;9 820
671/1W/2008;30.06.2008;5,620;Mg.;1;6 118;579;9 821
672/1W/2008;20.06.2008;11,220;Mg.;1;6 118;579;9 822
673/1W/2008;27.06.2008;5,880;Mg.;1;6 118;579;9 823
674/1W/2008;30.06.2008;5,380;Mg.;1;6 118;579;9 824
675/1W/2008;07.07.2008;6,210;Mg.;1;6 118;579;9 825
676/1W/2008;30.06.2008;7,920;Mg.;1;6 118;579;9 826
677/1W/2008;09.07.2008;5,820;Mg.;1;6 118;579;9 827
678/1W/2008;11.07.2008;7,030;Mg.;1;6 118;579;9 828
679/1W/2008;17.07.2008;8,340;Mg.;1;6 118;579;9 829
680/1W/2008;17.07.2008;6,590;Mg.;1;6 118;579;9 830
681/1W/2008;14.02.2008;0,720;Mg.;1;6 118;579;9 831
682/1W/2008;23.07.2008;7,030;Mg.;1;6 118;579;9 832
683/1W/2008;24.07.2008;6,400;Mg.;1;6 118;579;9 833
684/1W/2008;29.07.2008;4,600;Mg.;1;6 118;579;9 834
685/1W/2008;01.08.2008;2,640;Mg.;1;6 118;579;9 835
686/1W/2008;05.08.2008;7,000;Mg.;1;6 118;579;9 836
687/1W/2008;08.08.2008;5,150;Mg.;1;6 118;579;9 837
688/1W/2008;08.08.2008;7,080;Mg.;1;6 118;579;9 838
689/1W/2008;13.08.2008;3,360;Mg.;1;6 118;579;9 839
690/1W/2008;18.08.2008;3,940;Mg.;1;6 118;579;9 840
691/1W/2008;06.03.2008;3,740;Mg.;1;2 363;579;9 841
692/1W/2008;27.06.2008;6,310;Mg.;1;2 363;564;9 842
693/1W/2008;10.03.2008;3,680;Mg.;1;2 363;579;9 843
694/1W/2008;08.08.2008;7,860;Mg.;1;1 756;570;9 844
695/1W/2008;08.08.2008;43,970;Mg.;1;1 756;570;9 845
696/1W/2008;11.08.2008;31,220;Mg.;1;1 756;570;9 846
697/1W/2008;13.08.2008;21,800;Mg.;1;1 756;570;9 847
698/1W/2008;13.08.2008;33,700;Mg.;1;1 756;570;9 848
699/1W/2008;14.08.2008;13,720;Mg.;1;1 756;570;9 849
700/1W/2008;31.07.2008;65,560;Mg.;1;6 043;564;9 850
701/1W/2008;26.08.2008;5,320;Mg.;1;1 763;565;9 851
702/1W/2008;13.08.2008;2,040;Mg.;1;3 110;565;9 852
703/1W/2008;23.07.2008;8,980;Mg.;1;6 043;565;9 853
704/1W/2008;30.06.2008;19,120;Mg.;1;5 586;579;9 854
705/1W/2008;20.08.2008;10,060;Mg.;1;1 889;579;9 855
706/1W/2008;21.08.2008;5,220;Mg.;1;6 118;579;9 856
707/1W/2008;21.08.2008;6,340;Mg.;1;6 118;579;9 857
806/0W/2008;12.08.2008;60,540;Mg.;0;1 494;531;9 858
807/0W/2008;12.08.2008;56,400;Mg.;0;1 494;531;9 859
808/0W/2008;12.08.2008;58,550;Mg.;0;1 494;531;9 860
809/0W/2008;13.08.2008;25,480;Mg.;0;1 494;531;9 861
810/0W/2008;13.08.2008;27,560;Mg.;0;1 494;531;9 862
811/0W/2008;13.08.2008;25,320;Mg.;0;1 494;531;9 863
812/0W/2008;13.08.2008;24,720;Mg.;0;1 494;531;9 864
813/0W/2008;13.08.2008;25,280;Mg.;0;1 494;531;9 865
814/0W/2008;18.08.2008;24,800;Mg.;0;1 494;531;9 866
815/0W/2008;19.08.2008;24,640;Mg.;0;1 494;531;9 867
816/0W/2008;19.08.2008;25,480;Mg.;0;1 494;531;9 868
817/0W/2008;19.08.2008;25,940;Mg.;0;1 494;531;9 869
818/0W/2008;19.08.2008;10,750;Mg.;0;1 900;500;9 870
819/0W/2008;21.08.2008;3,200;Mg.;0;1 900;515;9 871
708/1W/2008;21.08.2008;14,040;Mg.;1;2 001;579;9 872
709/1W/2008;06.08.2008;22,480;Mg.;1;6 091;570;9 873
710/1W/2008;08.08.2008;45,760;Mg.;1;6 091;570;9 874
711/1W/2008;08.08.2008;1,500;Mg.;1;313;565;9 875
712/1W/2008;29.08.2008;10,200;Mg.;1;6 118;579;9 876
713/1W/2008;21.08.2008;14,000;Mg.;1;2 363;570;9 877
714/1W/2008;01.07.2008;49,740;Mg.;1;2 363;570;9 878
715/1W/2008;01.08.2008;15,580;Mg.;1;3 014;564;9 879
716/1W/2008;04.08.2008;1,660;Mg.;1;1 756;570;9 880
717/1W/2008;05.08.2008;2,140;Mg.;1;1 756;570;9 881
718/1W/2008;08.08.2008;2,300;Mg.;1;6 091;570;9 882
719/1W/2008;12.08.2008;1,680;Mg.;1;1 756;570;9 883
720/1W/2008;13.08.2008;16,100;Mg.;1;6 091;570;9 884
721/1W/2008;14.08.2008;1,480;Mg.;1;1 756;570;9 885
722/1W/2008;14.08.2008;23,200;Mg.;1;4 774;570;9 886
723/1W/2008;14.08.2008;23,640;Mg.;1;6 091;570;9 887
724/1W/2008;14.08.2008;21,040;Mg.;1;1 756;570;9 888
725/1W/2008;18.08.2008;30,450;Mg.;1;1 756;570;9 889
726/1W/2008;19.08.2008;9,700;Mg.;1;1 756;570;9 890
727/1W/2008;20.08.2008;10,040;Mg.;1;1 431;565;9 891
728/1W/2008;20.08.2008;13,900;Mg.;1;6 091;570;9 892
729/1W/2008;20.08.2008;6,440;Mg.;1;1 756;570;9 893
730/1W/2008;20.08.2008;35,840;Mg.;1;1 756;570;9 894
731/1W/2008;21.08.2008;30,600;Mg.;1;1 756;570;9 895
732/1W/2008;21.08.2008;7,320;Mg.;1;6 091;570;9 896
733/1W/2008;21.08.2008;21,640;Mg.;1;6 091;570;9 897
734/1W/2008;22.08.2008;8,840;Mg.;1;1 756;570;9 898
735/1W/2008;22.08.2008;17,470;Mg.;1;4 774;570;9 899
736/1W/2008;27.08.2008;40,260;Mg.;1;3 014;564;9 900
737/1W/2008;01.09.2008;7,520;Mg.;1;6 118;579;9 901
738/1W/2008;04.09.2008;8,380;Mg.;1;6 118;579;9 902
739/1W/2008;14.08.2008;2,210;Mg.;1;2 363;564;9 903
740/1W/2008;26.03.2008;22,290;Mg.;1;4 774;570;9 904
741/1W/2008;29.05.2008;4,770;Mg.;1;2 363;564;9 905
742/1W/2008;24.07.2008;28,180;Mg.;1;4 435;564;9 906
743/1W/2008;05.09.2008;14,280;Mg.;1;2 001;579;9 907
744/1W/2008;26.08.2008;1,280;Mg.;1;2 001;579;9 908
745/1W/2008;10.09.2008;5,880;Mg.;1;1 763;565;9 909
746/1W/2008;05.08.2008;1,440;Mg.;1;2 001;579;9 910
747/1W/2008;28.08.2008;1,220;Mg.;1;2 001;579;9 911
748/1W/2008;26.08.2008;4,660;Mg.;1;2 001;579;9 912
749/1W/2008;08.09.2008;3,490;Mg.;1;5 799;565;9 913
750/1W/2008;28.08.2008;31,080;Mg.;1;1 756;570;9 914
751/1W/2008;26.08.2008;29,770;Mg.;1;1 756;570;9 915
752/1W/2008;08.09.2008;7,100;Mg.;1;6 118;579;9 916
753/1W/2008;28.08.2008;1,000;Mg.;1;2 001;579;9 917
754/1W/2008;04.09.2008;3,920;Mg.;1;6 118;579;9 918
755/1W/2008;25.08.2008;7,460;Mg.;1;4 774;570;9 919
756/1W/2008;27.08.2008;18,590;Mg.;1;4 774;570;9 920
757/1W/2008;08.08.2008;0,000;Mg.;1;313;565;9 921
758/1W/2008;28.08.2008;1,600;Mg.;1;313;565;9 922
759/1W/2008;01.09.2008;35,320;Mg.;1;1 756;570;9 923
760/1W/2008;02.09.2008;10,840;Mg.;1;1 756;570;9 924
761/1W/2008;01.09.2008;29,470;Mg.;1;1 756;570;9 925
762/1W/2008;28.08.2008;15,380;Mg.;1;1 756;570;9 926
763/1W/2008;14.08.2008;0,580;Mg.;1;1 756;570;9 927
764/1W/2008;29.08.2008;112,420;Mg.;1;4 435;564;9 928
765/1W/2008;11.06.2008;6,540;Mg.;1;6 434;564;9 929
766/1W/2008;17.06.2008;43,280;Mg.;1;6 434;564;9 930
767/1W/2008;27.08.2008;3,160;Mg.;1;2 195;565;9 931
768/1W/2008;09.09.2008;7,560;Mg.;1;1 431;565;9 932
769/1W/2008;28.08.2008;16,580;Mg.;1;6 827;570;9 933
770/1W/2008;29.08.2008;11,320;Mg.;1;6 827;570;9 934
771/1W/2008;28.08.2008;11,080;Mg.;1;2 001;579;9 935
772/1W/2008;30.07.2008;32,800;Mg.;1;5 688;564;9 936
773/1W/2008;21.07.2008;3,720;Mg.;1;5 688;565;9 937
820/0W/2008;18.08.2008;58,300;Mg.;0;3 595;531;9 938
821/0W/2008;20.08.2008;24,020;Mg.;0;1 494;531;9 939
822/0W/2008;20.08.2008;22,120;Mg.;0;1 494;531;9 940
774/1W/2008;28.08.2008;36,320;Mg.;1;5 688;564;9 941
