NAZWA_SKROCONA;MIEJSCOWOSC;ULICA;NR_KLIENTA
SZCZECIN4690;SZCZECIN;KNIEWSKA;4†690
SOLEC KUJAWSKI4691;SOLEC KUJAWSKI;OGRODOWA;4†691
MIROS£AWIEC4692;MIROS£AWIEC;WOLNOåCI;4†692
NOWA WIEå WIELKA4693;NOWA WIEå WIELKA;NWW;4†693
NIEZABYSZEWO-BYT”W4694;NIEZABYSZEWO-BYT”W;;4†694
POZNA—4696;POZNA—;OSTROWSKA;4†696
SZCZECINEK7392;SZCZECINEK;GEN. SIKORSKIEGO;7†392
POZNA—4697;POZNA—;FRANOWO;4†697
Z£OT”W4698;Z£OT”W;KUJANICKA;4†698
CZARNK”W4699;CZARNK”W;CHODZIESKA;4†699
S•POLNO4700;S•POLNO;;4†700
JEZIORKI4701;JEZIORKI;PARKOWA;4†701
GNIEZNO4702;GNIEZNO;WI•ZOWA;4†702
POZNA—4703;POZNA—;Wπgrowska;4†703
WYSOCZKA4704;WYSOCZKA;WYSOCZKA;4†704
BYDGOSZCZ4705;BYDGOSZCZ;FORDO—SKA;4†705
P£OCK4707;P£OCK;LENARTOWICZA;4†707
BYDGOSZCZ4708;BYDGOSZCZ;MADALI—SKIEGO;4†708
PLEWISKA4709;PLEWISKA;PO£UDNIOWA;4†709
WARSZAWA4710;WARSZAWA;PA—SKA;4†710
CHOJNICE4711;CHOJNICE;PRZEMYS£OWA;4†711
KOåCIERZYNA7775;KOåCIERZYNA;CHOJNICKA;7†775
OSIELSKO4712;OSIELSKO;KRUCZA;4†712
PNIEWY4713;PNIEWY;WSP”LNA;4†713
GRODZISK WIELKOPOLSKI4714;GRODZISK WIELKOPOLSKI;KOåCIA—SKA;4†714
POZNA—4715;POZNA—;WRZESI—SKA;4†715
BYDGOSZCZ4716;BYDGOSZCZ;MARSZA£KA FOCHA;4†716
KRUSZWICA4717;KRUSZWICA;SZARLEJ;4†717
BRZOZA4718;BRZOZA;£ABISZY—SKA;4†718
NOWY TOMYåL4719;NOWY TOMYåL;D£UGA;4†719
GDYNIA4720;GDYNIA;åMIDOWICZA;4†720
LUBO—4721;LUBO—;SKOWRONKOWA;4†721
POZNA—4722;POZNA—;RADZIWOJA;4†722
PI£A5324;PI£A;WALKI M£ODYCH;5†324
WIELICHOWO4723;WIELICHOWO;RYNEK;4†723
POZNA—4724;POZNA—;PSZENNA;4†724
POZNA—4725;POZNA—;POZDAWNICKA;4†725
CHOJNICE4726;CHOJNICE;DRZYMA£Y;4†726
POZNA—4727;POZNA—;ZAKOPIA—SKA;4†727
POZNA—4728;POZNA—;£AWICA;4†728
POZNA—4729;POZNA—;SIEWNA;4†729
NADR”Ø4730;NADR”Ø;66;4†730
BYDGOSZCZ4731;BYDGOSZCZ;Szajnochy;4†731
KACZORY4732;KACZORY;PILSKA;4†732
ZAKRZEWO-ZAR BOWO4733;ZAKRZEWO-ZAR BOWO;;4†733
BYDGOSZCZ4734;BYDGOSZCZ;KIELECKA;4†734
OSIELSKO4735;OSIELSKO;JANA PAW£A II;4†735
POZNA—4736;POZNA—;BUKOWSKA;4†736
BYDGOSZCZ4737;BYDGOSZCZ;JANA MACIASZKA;4†737
GRUDZI•DZ4738;GRUDZI•DZ;MICKIEWICZA;4†738
POLICE4739;POLICE;TANOWSKA;4†739
CZARNK”W4740;CZARNK”W;KOåCIUSZKI;4†740
W£OC£AWEK4741;W£OC£AWEK;KULI—SKA;4†741
POZNA—4742;POZNA—;SKIERZY—SKA;4†742
POZNA—4743;POZNA—;MOGILE—SKA;4†743
TUCHOLA4744;TUCHOLA;PRZEMYS£OWA;4†744
TORU—4745;TORU—;åW.JAKUBA;4†745
JANOWIEC WIELKOPOLSKI4746;JANOWIEC WIELKOPOLSKI;ZWM;4†746
RYPIN4747;RYPIN;PI£SUDSKIEGO;4†747
GDA—SK4748;GDA—SK;ØAGLOWA;4†748
NAK£O4554;NAK£O;M≥yÒska 4;4†554
POZNA—4799;POZNA—;STR”ØY—SKIEGO;4†799
CEDRY WIELKIE4800;CEDRY WIELKIE;TRUTNOWY;4†800
DZIERZGO—4801;DZIERZGO—;3 MAJA;4†801
GDYNIA4802;GDYNIA;RAMU£TA;4†802
S£UPSK4803;S£UPSK;LUTOS£AWSKIEGO;4†803
GDA—SK4804;GDA—SK;G. Z SANOKA;4†804
POZNA—4805;POZNA—;WRZESI—SKA;4†805
KO£ACZKOWO4806;KO£ACZKOWO;ZIELINIEC;4†806
KOåCIELECZKI-MALBORK4807;KOåCIELECZKI-MALBORK;;4†807
GDA—SK4808;GDA—SK;KACZE—CE;4†808
BYDGOSZCZ4809;BYDGOSZCZ;KASZUBOWSKA;4†809
GDA—SK4810;GDA—SK;LESZKA BIA£EGO;4†810
BYDGOSZCZ4811;BYDGOSZCZ;CIENISTA;4†811
ELBL•G4812;ELBL•G;STOCZNIOWA;4†812
BYDGOSZCZ4813;BYDGOSZCZ;PI—CZOWSKA;4†813
GDA—SK4814;GDA—SK;£AKOWA;4†814
KALISZ POMORSKI4815;KALISZ POMORSKI;WSCHODNIA;4†815
GDA—SK4816;GDA—SK;BORA-KOMOROWSKIEGO;4†816
PRZODKOWO4817;PRZODKOWO;KARTUSKA;4†817
DZIERZ•ØNO4818;DZIERZ•ØNO;KARTUSKA;4†818
KOåCIERZYNA4819;KOåCIERZYNA;DROGOWC”W;4†819
SOMONINO-KARTUZY4820;SOMONINO-KARTUZY;WOLNOåCI;4†820
GO£UBIE4821;GO£UBIE;BOTANICZNA;4†821
LESZNO-KARTUZ4822;LESZNO-KARTUZ;S£ONECZNA;4†822
SOLEC KUJAWSKI4823;SOLEC KUJAWSKI;NADBORNA;4†823
STAROGARD GDA—SKI4824;STAROGARD GDA—SKI;KOåCIUSZKI;4†824
PI£A4825;PI£A;TOWAROWA;4†825
KOåCIERZYNA4826;KOåCIERZYNA;GRYFA POMORSKIEGO;4†826
ROJEWO4827;ROJEWO;;4†827
KONIN7281;KONIN;J DRZEJEWSKIEGO;7†281
SZCZECIN4828;SZCZECIN;KU S£O—CU;4†828
SZCZECIN4829;SZCZECIN;MI£A;4†829
GRYFICE4830;GRYFICE;NIEK£ADZKA;4†830
MåCICE4831;MåCICE;KOSZALI—SKA;4†831
RUMIA4832;RUMIA;JANA II SOBIESKIEGO;4†832
KOåCIERZYNA4833;KOåCIERZYNA;MA£A KOLEJOWA;4†833
CZ£UCH”W4834;CZ£UCH”W;WOJSKA POLSKIEGO;4†834
DZIERØ•ØNO- KARTUZY4835;DZIERØ•ØNO- KARTUZY;S£ONECZNA;4†835
REDA4836;REDA;SPACEROWA;4†836
£”Dè4837;£”Dè;ALEKSANDROWSKA;4†837
GDA—SK4838;GDA—SK;W SIERSKA;4†838
INOWROC£AW4839;INOWROC£AW;CZARNA DROGA;4†839
SK”RCZ4840;SK”RCZ;POMORSKA;4†840
PRUSZCZ GDA—SKI4841;PRUSZCZ GDA—SKI;PRZY TORZE;4†841
£APALICE4842;£APALICE;KARTUSKA;4†842
GDA—SK4843;GDA—SK;NARWICKA;4†843
TORU—4844;TORU—;T.NIESIO£OWSKIEGO;4†844
KUJAN-ZAKRZEWO4845;KUJAN-ZAKRZEWO;KUJAN;4†845
KRAJENKA4846;KRAJENKA;BYDGOSKA;4†846
BYDGOSZCZ4798;BYDGOSZCZ;NOWY RYNEK;4†798
WARSZAWA4847;WARSZAWA;Szturmowa;4†847
GDYNIA4848;GDYNIA;BYDGOSKA;4†848
GDA—SK4849;GDA—SK;KAR£OWICZA;4†849
GDA—SK4850;GDA—SK;£•KOWA;4†850
PSZCZ”£KI4851;PSZCZ”£KI;ULKOWY;4†851
RUMIA4852;RUMIA;PARKOWA;4†852
PRUSZCZ GDA—SKI4853;PRUSZCZ GDA—SKI;GRUNWALDZKA;4†853
BYDGOSZCZ7282;BYDGOSZCZ;NAKIELSKA;7†282
GDA—SK4854;GDA—SK;KOCHANOWSKIEGO;4†854
ØUKOWO4855;ØUKOWO;GDA—SKA;4†855
POZNA—4856;POZNA—;ALBA—SKA;4†856
ZAKRZEWO4857;ZAKRZEWO;LEåNA;4†857
ZAKRZEWO4858;ZAKRZEWO;Spokojna;4†858
LW”WEK åL•SKI4859;LW”WEK åL•SKI;WIDOKOWA;4†859
ØERNIKI4860;ØERNIKI;;4†860
INOWROC£AW4861;INOWROC£AW;JACEWSKA;4†861
GDYNIA4862;GDYNIA;S£ONECZNA;4†862
MIECHUCINO-KARTUZY4863;MIECHUCINO-KARTUZY;MIECHUCINO;4†863
ZAKRZEWO4871;ZAKRZEWO;WITOSA;4†871
£”Dè4872;£”Dè;MARYSI—SKA;4†872
£”Dè4873;£”Dè;HELSKA;4†873
TRZCIANKA4874;TRZCIANKA;SIKORSKIEGO;4†874
£”Dè4875;£”Dè;CHA£UBINSKIEGO;4†875
£”Dè4876;£”Dè;PUSZKINA;4†876
ØO£ DOWO4877;ØO£ DOWO;LESZCZYNOWA;4†877
BYDGOSZCZ4878;BYDGOSZCZ;SAPER”W;4†878
£”Dè4879;£”Dè;RZGOWSKA;4†879
£”Dè4880;£”Dè;PRZYBYSZEWSKIEGO;4†880
SZCZECIN4881;SZCZECIN;LESZCZYNOWA;4†881
SZCZECIN4882;SZCZECIN;WIENIAWSKIEGO;4†882
PRUSZCZ GDA—SKI4883;PRUSZCZ GDA—SKI;PRZY TORZE;4†883
MROCZA4884;MROCZA;27 STYCZNIA;4†884
PABIANICE4885;PABIANICE;£ASKA;4†885
STAROWA G”RA-RZG”W4886;STAROWA G”RA-RZG”W;SZEROKA;4†886
£”Dè4887;£”Dè;SZANIOWSKIEGO;4†887
RZG”W4888;RZG”W;£”DZKA;4†888
PABIANICE4889;PABIANICE;TOROWA;4†889
RZG”W4890;RZG”W;USTRONNA;4†890
KONSTANTYN”W £”DZKI4891;KONSTANTYN”W £”DZKI;KR”TKA;4†891
NAK£O4892;NAK£O;KAZIMIERZA WIELKIEGO;4†892
SOPOT4893;SOPOT;1 MAJA;4†893
OSIELSKO4894;OSIELSKO;LESZCZYNOWA;4†894
OSIELSKO4895;OSIELSKO;LESZCZYNOWA;4†895
KUTNO4896;KUTNO;GRUNWALDZKA;4†896
W•GROWIEC4949;W•GROWIEC;KWIATOWA;4†949
STRYK”W-ZGIERZ4950;STRYK”W-ZGIERZ;WARSZAWSKA;4†950
PRZODKOWO4951;PRZODKOWO;KARTUSKA;4†951
KOåCIERZYNA4952;KOåCIERZYNA;MA£A KOLEJOWA;4†952
SZUBIN4953;SZUBIN;KONOPNICKIEJ;4†953
£”Dè4954;£”Dè;RZGOWSKA;4†954
GDA—SK4955;GDA—SK;D BINKI;4†955
GDA—SK4956;GDA—SK;SMOLUCHOWSKIEGO;4†956
NOWOGARD4957;NOWOGARD;3 MAJA;4†957
åLESIN4958;åLESIN;NAKIELSKA;4†958
PRUSZCZ GDA—SKI4959;PRUSZCZ GDA—SKI;OBRO—C”W WESTERPLATTE;4†959
RUMIA4960;RUMIA;KOSYNIER”W;4†960
£”Dè4961;£”Dè;TUWIMA;4†961
DAWIDY- RASZYN-WARSZAWA4962;DAWIDY- RASZYN-WARSZAWA;WARSZAWSKA;4†962
£”Dè4963;£”Dè;W”JTOWSKA;4†963
£”Dè4964;£”Dè;CHA£UBI—SKIEGO;4†964
£”Dè4965;£”Dè;MARYSI—SKA;4†965
TORU—4966;TORU—;BIELA—SKA;4†966
£”Dè4967;£”Dè;CIESIELSKA;4†967
£”Dè4968;£”Dè;GIEWONT;4†968
SK”RCZ4969;SK”RCZ;POMORSKA;4†969
POZNA—4970;POZNA—;WIERZBI CICE;4†970
GNIEWKOWO4971;GNIEWKOWO;WOJSKA POLSKIEGO;4†971
GDYNIA4972;GDYNIA;BAØY—SKIEGO;4†972
LUBLIN4973;LUBLIN;K.OLSZEWSKIEGO;4†973
BOØEPOLE MA£E-WEJHEROWO4974;BOØEPOLE MA£E-WEJHEROWO;WIEJSKA;4†974
RESKO4975;RESKO;ØEROMSKIEGO;4†975
PIAST”W4976;PIAST”W;PIASTA;4†976
BYDGOSZCZ4977;BYDGOSZCZ;GRUNWALDZKA;4†977
GDA—SK4978;GDA—SK;JANA III SOBIESKIEGO;4†978
GDA—SK4979;GDA—SK;JESIENNA;4†979
TCZEW4980;TCZEW;30 STYCZNIA;4†980
INOWROC£AW4981;INOWROC£AW;WIEJSKA;4†981
POZNA—4982;POZNA—;JAROWA;4†982
GDA—SK4983;GDA—SK;Na Ostrowcu;4†983
POZNA—4984;POZNA—;GRUNWALDZKA;4†984
POZNA—4985;POZNA—;JURASZ”W;4†985
POZNA—4986;POZNA—;FIRLIKA;4†986
CHWASZCZYNO4987;CHWASZCZYNO;MICKIEWICZA;4†987
P£OCK4988;P£OCK;PRZEMYS£OWA;4†988
RYPIN4989;RYPIN;BRZECHWY;4†989
OSTROR”G4990;OSTROR”G;ROBOTNICZA;4†990
PI£A-G£ADYSZEWO4991;PI£A-G£ADYSZEWO;;4†991
JANOWIEC WLKP4992;JANOWIEC WLKP;DZIA£KOWA;4†992
KOSZALIN4993;KOSZALIN;KAR£OWICZA;4†993
ZAKRZEWO4994;ZAKRZEWO;SPOKOJNA;4†994
GDA—SK4995;GDA—SK;BRACI LEWONIEWSKICH;4†995
GDA—SK4996;GDA—SK;SIENNICKA;4†996
STAROGARD GDA—SKI4997;STAROGARD GDA—SKI;ZBLEWSKA;4†997
ZGIERZ4998;ZGIERZ;A.STRUGA;4†998
RUMIA4999;RUMIA;SOBIESKIEGO;4†999
SAMBORSKO5000;SAMBORSKO;SAMBORSKO;5†000
PE£CZYCE5001;PE£CZYCE;LUBIANA;5†001
CISZEWO K/ CHODZIEØY5002;CISZEWO K/ CHODZIEØY;CISZEWO;5†002
BYT”W5003;BYT”W;GA£CZY—SKIEGO;5†003
GLIWICE5004;GLIWICE;ØYTNIA;5†004
TORU—5006;TORU—;WOJSKA POLSKIEGO;5†006
GDA—SK5007;GDA—SK;JANA PAW£A II;5†007
KUTNO5008;KUTNO;OPOROWSKA;5†008
£”Dè5009;£”Dè;KOLUMNY;5†009
KOBYLNICA K. S£UPSKA5010;KOBYLNICA K. S£UPSKA;G£”WNA;5†010
£”Dè5011;£”Dè;PRZYBYSZEWSKIEGO;5†011
ANDRYCH”W5012;ANDRYCH”W;TKACKA;5†012
TORU—5013;TORU—;BARWNA;5†013
åWINOUJåCIE5014;åWINOUJåCIE;KARSIBORSKA;5†014
SZCZECIN5015;SZCZECIN;POMORSKA;5†015
KO£BASKOWO5016;KO£BASKOWO;KO£BASKOWO;5†016
W£OC£AWEK5017;W£OC£AWEK;DUNINOWSKA;5†017
POZNA—5018;POZNA—;TULIPANOWA;5†018
POZNA—5019;POZNA—;SZWAJCARSKA;5†019
KOWALEWO POMORSKIE7625;KOWALEWO POMORSKIE;szychowo;7†625
£”Dè5020;£”Dè;KRASZEWSKIEGO;5†020
W£OC£AWEK5021;W£OC£AWEK;OKR ØNA;5†021
£”Dè5022;£”Dè;RZGOWSKA;5†022
PAKOå∆5023;PAKOå∆;MIKO£AJA;5†023
INOWROC£AW5024;INOWROC£AW;JACEWO;5†024
KORONOWO5025;KORONOWO;ALEJA WOLNOåCI;5†025
KONIN5026;KONIN;TOWAROWA;5†026
GDA—SK5027;GDA—SK;WA£OWA;5†027
SOPOT5028;SOPOT;1 MAJA;5†028
PONA—5029;PONA—;POGODNA;5†029
TORU—5030;TORU—;MONIUSZKI;5†030
POZNA—5031;POZNA—;28 CZERWCA 1956;5†031
£”Dè5032;£”Dè;KS. SKORUPKI;5†032
GRUDZI•DZ5033;GRUDZI•DZ;CHE£MI—SKA;5†033
GDYNIA5034;GDYNIA;HUTNICZA;5†034
STAROGARD GDA—SKI5035;STAROGARD GDA—SKI;MA—KOWSKIEGO;5†035
SZCZECIN5036;SZCZECIN;A.STRUGA;5†036
åWIECIE4772;åWIECIE;BROWAROWA;4†772
W£OC£AWEK4773;W£OC£AWEK;ZIELNA;4†773
SIERAK”W WLKP4774;SIERAK”W WLKP;PoznaÒska;4†774
GNIEWKOWO4775;GNIEWKOWO;Wojska Polskiego;4†775
BYDGOSZCZ4776;BYDGOSZCZ;KrÛlowej Jadwigi;4†776
BYDGOSZCZ4777;BYDGOSZCZ;TOWAROWA;4†777
INOWROC£AW4778;INOWROC£AW;DWORCOWA;4†778
BYDGOSZCZ4779;BYDGOSZCZ;PI—CZOWSKA;4†779
KCYNIA4780;KCYNIA;Dworcowa;4†780
BARLINEK4781;BARLINEK;PRZEMYS£OWA;4†781
MROCZA4782;MROCZA;27 Stycznia;4†782
TRUTNOWY4783;TRUTNOWY;TRUTNOWY;4†783
£ GOWO4784;£ GOWO;BOCZNA;4†784
K•KOLEWO 334785;K•KOLEWO 33;;4†785
ZAKRZEWO-S DZINY4786;ZAKRZEWO-S DZINY;ZAR BOWO;4†786
BUDZY—4787;BUDZY—;STRAØACKA;4†787
SZCZECIN4788;SZCZECIN;CELULOZOWA;4†788
SZCZECIN4789;SZCZECIN;NADODRZA—SKA;4†789
åWIDNICA4790;åWIDNICA;METALOWC”W;4†790
NAK£O4791;NAK£O;P. SKARGI;4†791
BYDGOSZCZ4792;BYDGOSZCZ;WIEJSKA;4†792
PREGOWO4793;PREGOWO;BUKOWSKIEGO;4†793
PSZCZ”£KI4794;PSZCZ”£KI;FABRYCZNA;4†794
W£OC£AWEK4795;W£OC£AWEK;KRUSZY—SKA 43;4†795
ELBL•G4796;ELBL•G;PAS£ CKA;4†796
GDYNIA4897;GDYNIA;BZOWA;4†897
PLEBANKA-WAGANIEC4898;PLEBANKA-WAGANIEC;;4†898
W£OC£AWEK4899;W£OC£AWEK;KALISKA;4†899
GDA—SK4900;GDA—SK;GRZEGORZA Z SANOKA;4†900
£OWICZ4901;£OWICZ;STARY RYNEK;4†901
POTULICE4902;POTULICE;BYDGOSKA;4†902
SKIERNIEIWCE4903;SKIERNIEIWCE;£”DZKA;4†903
WARSZAWA4904;WARSZAWA;PRZYCE;4†904
£YSOMICE4905;£YSOMICE;WARSZAWSKA;4†905
ALEKSANDR”W £”DZKI4906;ALEKSANDR”W £”DZKI;FRANIN;4†906
PABIANICE4907;PABIANICE;TARGOWA;4†907
TANOWO4908;TANOWO;£EåNO G”RNE;4†908
PAKOå∆4909;PAKOå∆;RYBICCY;4†909
£”Dè4910;£”Dè;WI•CZY—SKA;4†910
PRZODKOWO4911;PRZODKOWO;TOPOLOWA;4†911
ALEKSANDR”W £”DZKI4912;ALEKSANDR”W £”DZKI;17 STYCZNIA;4†912
KUTNO4913;KUTNO;KOåCIUSZKI;4†913
PABIANICE4914;PABIANICE;£ASKA;4†914
PABIANICE4915;PABIANICE;TOROWA;4†915
RACIB”RZ4916;RACIB”RZ;STALOWA;4†916
R•BIE—4917;R•BIE—;KOåCIELNA;4†917
GDA—SK4918;GDA—SK;MARYNARKI POLSKIEJ;4†918
TORU—4919;TORU—;Wapienna;4†919
4920;;;4†920
£”Dè4921;£”Dè;OK”LNA;4†921
£”Dè4922;£”Dè;PIENINY;4†922
£”Dè4923;£”Dè;KOSYNIER”W GDY—SKICH;4†923
KUTNO4924;KUTNO;TROCZEWSKIEGO;4†924
LUBICZ4925;LUBICZ;MA£GORZATOWO;4†925
GDA—SK4926;GDA—SK;TARG RAKOWY;4†926
£”Dè4927;£”Dè;WUJTOWSKA;4†927
TORU—4928;TORU—;GRUDZI•DZKA;4†928
TCZEW4929;TCZEW;CZATKOWSKA;4†929
GDA—SK4930;GDA—SK;SMOLUKOWSKIEGO;4†930
KORZENIEWO4931;KORZENIEWO;RAC£AWICKA;4†931
SIERPC4932;SIERPC;DWORCOWA;4†932
ZAKRZEWO4933;ZAKRZEWO;LEåNA;4†933
W£OC£AWEK4934;W£OC£AWEK;S£ONECZNA;4†934
W£OC£AWEK4935;W£OC£AWEK;GOPLANA;4†935
WARSZAWA4936;WARSZAWA;PRZYCE;4†936
RZG”W4937;RZG”W;USTRONNA;4†937
RZG”W4938;RZG”W;£”DZKA;4†938
KUTNO4939;KUTNO;GRUNWALDZKA;4†939
KO£BIEL4940;KO£BIEL;1-GO MAJA;4†940
£”Dè4941;£”Dè;KOåCIUSZKI;4†941
PU£AWY4942;PU£AWY;AL. TYSI•CLECIA PA—STWA POLSKIEGO;4†942
£”Dè4943;£”Dè;KNIAZIEWICZA;4†943
GDA—SK4944;GDA—SK;BYSTRZYCKA;4†944
GDYNIA4945;GDYNIA;ROTERDAMSKA;4†945
GDYNIA4946;GDYNIA;MORSKA;4†946
KALISZ POMORSKI4947;KALISZ POMORSKI;WOJSKA POLSKIEGO;4†947
GDYNIA4948;GDYNIA;OSADA KOLEJOWA;4†948
RESKO5037;RESKO;JEDNOåCI NARODOWEJ;5†037
NAK£O5038;NAK£O;ZANOTECIE;5†038
BYDGOSZCZ5039;BYDGOSZCZ;WYZWOLENIA;5†039
PRABUTY5042;PRABUTY;NIEPODLEG£OåCI;5†042
MARGONIN5043;MARGONIN;GWIAZDZISTA;5†043
BARLINEK5044;BARLINEK;åW.BONIFACEGO;5†044
POZNA—5045;POZNA—;FIRLIK;5†045
MIECHUCINO-KARTUZY5046;MIECHUCINO-KARTUZY;OGRODOWA;5†046
DZIERØ•ØNO5047;DZIERØ•ØNO;KARTUSKA;5†047
TRZCZIANKA5048;TRZCZIANKA;SIKORSKIEGO;5†048
S£AWNO5229;S£AWNO;KAMIL”WKA;5†229
KWIDZYN5230;KWIDZYN;RAC£AWICKA;5†230
BYDGOSZCZ5231;BYDGOSZCZ;GRUNWALDZKA;5†231
BYDGOSZCZ5232;BYDGOSZCZ;RZESZOWSKA;5†232
PI£A5233;PI£A;BYDGOSKA;5†233
KOMORNIKI5234;KOMORNIKI;FABIANOWSKA;5†234
GRUDZI•DZ5235;GRUDZI•DZ;WARY—SKIEGO;5†235
BYDGOSZCZ5236;BYDGOSZCZ;MODRAKOWA;5†236
INOWROC£AW5237;INOWROC£AW;BAGIENNA;5†237
WIELKI KLINCZ-KOåCIERZYNA5238;WIELKI KLINCZ-KOåCIERZYNA;KOLEJOWA;5†238
POZNA—5239;POZNA—;FORTECZNA;5†239
KIK”£5240;KIK”£;OGRODOWA;5†240
MYåL CINEK5241;MYåL CINEK;KRUCZA;5†241
BRZEèNO- LUBICZ7424;BRZEèNO- LUBICZ;;7†424
POTULICE5242;POTULICE;SZKOLNA;5†242
KCYNIA5243;KCYNIA;TUPAD£Y;5†243
POZNA—5244;POZNA—;28 CZERWCA 1956;5†244
KUTNO5245;KUTNO;J”ZEF”W;5†245
BYDGOSZCZ5246;BYDGOSZCZ;KASZTANOWA;5†246
KOSZALIN5247;KOSZALIN;SZCZECI—SKA;5†247
GDYNIA5248;GDYNIA;S£ONECZNA;5†248
PRUSZCZ5226;PRUSZCZ;DWORCOWA;5†226
RUMIA5249;RUMIA;SOBIESKIEGO;5†249
PUCK5250;PUCK;PUCKA;5†250
BYDGOSZCZ5251;BYDGOSZCZ;CHOJNICKA;5†251
BYDGOSZCZ5252;BYDGOSZCZ;GRUNWALDZKA;5†252
£OCHOWICE5253;£OCHOWICE;GRZYBOWA;5†253
NAK£O5254;NAK£O;RYBACKA;5†254
SICIENKO5255;SICIENKO;KRUSZYN;5†255
W•BRZEèNO5256;W•BRZEèNO;HALERA;5†256
MALBORK5257;MALBORK;DABROWSKIEGO;5†257
NOWE MIASTO LUBAWSKIE5258;NOWE MIASTO LUBAWSKIE;JAGIELLO—SKA;5†258
GDA—SK5259;GDA—SK;ØWIRKI I WIGURY;5†259
KOSCIERZYNA5260;KOSCIERZYNA;WOJSKA POLSKIEGO;5†260
BYDGOSZCZ5261;BYDGOSZCZ;FLISACKA;5†261
BYDGOSZCZ5262;BYDGOSZCZ;SERBSKA;5†262
SIEROS£AW -LNIANO5263;SIEROS£AW -LNIANO;KIERUNEK DRZYCIM;5†263
RUMIA5264;RUMIA;GRUNWALDZKA;5†264
SKIERNIEWICE5265;SKIERNIEWICE;KONSTYTUCJI 3 MAJA;5†265
SWARZ DZ5266;SWARZ DZ;POZNA—SKA;5†266
GDA—SK5267;GDA—SK;DO STUDZIENKI;5†267
GORZEWO-ROGOè7091;GORZEWO-ROGOè;20;7†091
£”Dè5268;£”Dè;LEGION”W;5†268
KROåNIEWICE5269;KROåNIEWICE;B.PRUSA;5†269
SZCZECIN5270;SZCZECIN;26 KWIETNIA;5†270
SZCZECIN5271;SZCZECIN;GRYFI—SKA;5†271
GOLENI”W5272;GOLENI”W;ARMII KRAJOWEJ;5†272
NOWOGARD5273;NOWOGARD;G”RNA;5†273
PIAST”W5274;PIAST”W;PIASTA;5†274
BRODNICA5275;BRODNICA;KLUBOWA;5†275
BYDGOSZCZ5276;BYDGOSZCZ;INOWROC£AWSKA;5†276
BYDGOSZCZ5277;BYDGOSZCZ;STAROSZKOLNA;5†277
GOLUB-DOBRZY—5278;GOLUB-DOBRZY—;GAGARINA;5†278
PI£A5279;PI£A;BYDGOSKA;5†279
BYSTRZYCA K£ODZKA5280;BYSTRZYCA K£ODZKA;ZAMENHOFA;5†280
£”Dè5281;£”Dè;3 MAJA;5†281
£OWICZ5282;£OWICZ;NADBZURZA—SKA;5†282
PUCK5283;PUCK;WEJHEROWSKA;5†283
BOLECHOWO5284;BOLECHOWO;;5†284
REDA5286;REDA;OGRODOWA;5†286
MALBORK5287;MALBORK;500-LECIA;5†287
SZTUM5288;SZTUM;ZACISZE;5†288
STAROGARD GDA—SKI5289;STAROGARD GDA—SKI;P£K.D•BKA;5†289
MALBORK5290;MALBORK;WOJSKA POLSKIEGO;5†290
M CIKA£5291;M CIKA£;;5†291
BYDGOSZCZ5292;BYDGOSZCZ;FORDO—SKA;5†292
BYDGOSZCZ5293;BYDGOSZCZ;SERBSKA;5†293
INOWROC£AW5294;INOWROC£AW;WIEJSKA;5†294
KORONOWO5298;KORONOWO;SZOSA KOTOMIERSKA;5†298
NOWA WIEå WIELKA5299;NOWA WIEå WIELKA;BRZOZOWA;5†299
£”Dè5300;£”Dè;OLECHOWSKA;5†300
åWIECIE5301;åWIECIE;WP;5†301
KWIDZYN5302;KWIDZYN;SZTUMSKA;5†302
GDYNIA4749;GDYNIA;HUTNICZA;4†749
GDA—SK4750;GDA—SK;TRAKT åW. WOJCIECHA;4†750
LUBO—4751;LUBO—;PRZEMYS£OWA;4†751
GRANOWO4752;GRANOWO;POZNA—SKA;4†752
LIPNIKI4760;LIPNIKI;Akacjowa;4†760
BYDGOSZCZ4761;BYDGOSZCZ;SZAJNOCHY;4†761
POZNA—4762;POZNA—;POZDAWNICKA;4†762
GDYNIA4763;GDYNIA;HUTNICZA;4†763
BRUSY4764;BRUSY;M£Y—SKA;4†764
NAK£O4765;NAK£O;PIOTRA SKARGI;4†765
KOSZALIN4766;KOSZALIN;S£OWIA—SKA;4†766
POZNA—4767;POZNA—;RADZIWOJA;4†767
TORU—4768;TORU—;CHRZANOWSKIEGO;4†768
GDYNIA4769;GDYNIA;HRYNIEWICKIEGO;4†769
BYDGOSZCZ4770;BYDGOSZCZ;CIENISTA;4†770
MIASTECZKO KRAJE—SKIE4771;MIASTECZKO KRAJE—SKIE;PONIATOWSKIEGO;4†771
GDYNIA5049;GDYNIA;BITWY POD P£OWCAMI;5†049
BYDGOSZCZ5050;BYDGOSZCZ;Kujawska;5†050
STAROGARD GDA—SKI5051;STAROGARD GDA—SKI;LUBICHOWSKA;5†051
BOØA WOLA 205052;BOØA WOLA 20;;5†052
RYNARZEWO5053;RYNARZEWO;NOTECKA;5†053
KIK”£5054;KIK”£;PLAC KOåCIUSZKI;5†054
PI£A5055;PI£A;KOSSAKA;5†055
ØNIN5056;ØNIN;SK£ADOWA;5†056
S£UPSK5057;S£UPSK;WESTERPLATTE;5†057
CZARNK”W5059;CZARNK”W;WIEJSKA;5†059
